"id","firstname","lastname","nik","email","born","date_of_birth","address","city","phone","job","color","created_at","updated_at"
398,Parman,Susanti,"3526135610180405",farida.jaiman@yahoo.co.id,Bitung,1970-06-09,"Jln. Tentara Pelajar No. 697, Banjarbaru 36648, Jatim",Batu,(+62) 476 0618 259,Tukang Las / Pandai Besi,hitam,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
399,Jatmiko,Tamba,"1812556207019840",rhakim@yahoo.com,Jambi,2009-09-20,"Kpg. Gambang No. 118, Tanjung Pinang 83557, Pabar",Tual,"0671 1489 5004",Presiden,krem,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
400,Prabawa,Puspita,"3316902511017373",rahayu49@yahoo.com,Bima,2013-11-22,"Psr. Sutami No. 625, Bandar Lampung 36166, Jatim",Palembang,"0697 0861 040",Penyiar Radio,ungu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
401,Tina,Kuswandari,"7414320512161852",othamrin@gmail.co.id,Sabang,1977-03-30,"Gg. Pattimura No. 117, Solok 85435, Pabar",Magelang,"0535 2598 957",Masinis,merah marun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
402,Cawuk,Suryatmi,"7318591911088254",wahyuni.pardi@yahoo.com,Sabang,2009-01-11,"Kpg. Bah Jaya No. 182, Palangka Raya 52364, Kaltim",Salatiga,"0813 2264 281",Konsultan,biru dongker,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
403,Kusuma,Halim,"1609714911976676",ani.wijayanti@yahoo.com,Pontianak,2019-05-17,"Dk. Sutarto No. 323, Mojokerto 78645, NTB",Langsa,(+62) 577 1505 5131,Penyelam,krem,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
404,Baktianto,Haryanto,"7103965503976210",oprakasa@yahoo.co.id,Tasikmalaya,1991-12-31,"Gg. S. Parman No. 158, Administrasi Jakarta Selatan 59362, Sumut",Tual,(+62) 334 1439 9686,Tukang Jahit,putih,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
405,Bella,Habibi,"8205195408224465",wijayanti.unjani@gmail.co.id,Palangka Raya,1998-03-11,"Jr. Ters. Jakarta No. 388, Tasikmalaya 45129, Sulteng",Sabang,(+62) 564 2112 8320,Tukang Sol Sepatu,hijau,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
406,Bakijan,Jailani,"3515065812057586",astuti.okta@yahoo.com,Metro,2012-12-16,"Kpg. Sutami No. 826, Batam 90574, Bengkulu",Makassar,(+62) 310 8123 420,Jaksa,hijau,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
407,Ivan,Nasyidah,"3318041505040000",prasetyo05@gmail.co.id,Administrasi Jakarta Timur,2007-05-05,"Psr. Thamrin No. 927, Bogor 96930, Kaltara",Administrasi Jakarta Selatan,(+62) 575 5429 312,Apoteker,ungu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
408,Belinda,Widiastuti,"6309665810967506",dodo16@yahoo.co.id,Denpasar,1995-07-25,"Dk. Basoka No. 261, Prabumulih 90032, DKI",Kotamobagu,(+62) 584 1443 066,Konsultan,merah marun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
409,Jaya,Mulyani,"1271121204214458",simanjuntak.usman@yahoo.co.id,Administrasi Jakarta Selatan,1997-10-16,"Gg. Abdullah No. 102, Ternate 60565, Gorontalo",Serang,(+62) 669 5014 031,Karyawan BUMD,putih,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
410,Laras,Novitasari,"7503864902140979",ganjaran.prastuti@gmail.com,Sabang,2021-01-18,"Dk. Ciumbuleuit No. 779, Sawahlunto 81924, Kepri",Gunungsitoli,(+62) 852 4323 6972,Juru Masak,perak,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
411,Kala,Haryanto,"3501295712940088",indah32@gmail.co.id,Mataram,2016-12-27,"Jr. Jambu No. 449, Tanjung Pinang 62186, Kepri",Blitar,(+62) 925 6101 665,Tukang Listrik,biru dongker,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
412,Devi,Zulaika,"1112220402195774",cemeti72@gmail.com,Tegal,2022-01-17,"Kpg. Laksamana No. 69, Salatiga 19603, Sulsel",Denpasar,"0371 1943 197",Wiraswasta,hijau,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
413,Kadir,Saptono,"5312703005038072",ophelia36@yahoo.com,Bengkulu,1973-03-14,"Dk. Panjaitan No. 580, Bima 13817, Sulut",Madiun,(+62) 743 3350 892,Pemandu Wisata,ungu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
414,Yuliana,Farida,"8107726312016122",xrahmawati@yahoo.co.id,Administrasi Jakarta Selatan,1986-08-25,"Kpg. Sumpah Pemuda No. 277, Kediri 44746, Jatim",Pagar Alam,"0337 5805 0989",Ustaz / Mubaligh,violet,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
415,Rina,Prakasa,"5304690511068274",melani.jaswadi@gmail.com,Kendari,1973-12-21,"Jr. Kalimalang No. 312, Depok 73918, DIY",Tangerang Selatan,"0543 6635 889",Juru Masak,krem,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
416,Panji,Nasyidah,"7306130209189635",ifarida@yahoo.com,Subulussalam,1978-11-22,"Jr. Honggowongso No. 485, Pematangsiantar 85227, DKI",Bontang,"0200 9312 212",Karyawan Swasta,biru laut,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
417,Dina,Pangestu,"9116455902002985",hendra25@yahoo.com,Banjar,2020-11-07,"Kpg. Baung No. 968, Salatiga 23364, Sultra",Banjarmasin,"0904 4158 712",Penata Rambut,magenta,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
418,Kezia,Purwanti,"9206784312030967",wulandari.genta@gmail.com,Binjai,1987-04-02,"Ki. Kartini No. 456, Sabang 66775, Kalteng",Metro,(+62) 497 5483 256,Desainer,biru,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
419,Cemani,Yulianti,"1809594808218146",yuliana58@yahoo.com,Administrasi Jakarta Barat,2006-03-25,"Ki. Sam Ratulangi No. 172, Banjarmasin 32345, Babel",Tebing Tinggi,(+62) 673 3041 225,Penambang,abu-abu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
420,Genta,Pradipta,"9206012612146586",bahuraksa50@gmail.com,Pontianak,2020-04-17,"Ds. Haji No. 19, Ambon 30764, Jambi",Bitung,(+62) 942 3516 8393,Karyawan BUMN,ungu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
421,Elvina,Damanik,"1508124201968679",vera.utami@yahoo.com,Surakarta,2019-08-22,"Gg. Antapani Lama No. 217, Blitar 21344, Sulbar",Administrasi Jakarta Utara,"0574 4084 5715",Mengurus Rumah Tangga,jingga,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
422,Hartaka,Nuraini,"6502466912136770",azalea.tampubolon@gmail.co.id,Gorontalo,2008-08-03,"Dk. Urip Sumoharjo No. 524, Singkawang 19050, Bengkulu",Magelang,(+62) 387 5627 5686,Konsultan,krem,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
423,Kasiyah,Wahyuni,"3504924607100242",limar41@yahoo.com,Ambon,1971-04-10,"Jr. Mahakam No. 829, Sorong 38664, Sulbar",Batam,"021 4351 7840",Penata Rambut,biru,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
424,Kala,Halimah,"1410312802144534",anom88@yahoo.com,Lhokseumawe,1984-01-08,"Psr. Agus Salim No. 374, Bandung 55809, DKI",Gorontalo,"0802 057 989",Ustaz / Mubaligh,violet,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
425,Bella,Novitasari,"9209936202014342",martani85@gmail.com,Palopo,2002-06-08,"Gg. Arifin No. 976, Metro 93319, Kaltim",Pontianak,(+62) 519 8137 4728,Karyawan Honorer,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
426,Rachel,Tamba,"7472302012977053",qkusmawati@yahoo.com,Medan,2011-12-25,"Psr. Supomo No. 37, Bukittinggi 51491, NTT",Cimahi,"0840 2712 3627",Tukang Gigi,jingga,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
427,Jamalia,Adriansyah,"2103194405067306",hhutasoit@yahoo.com,Ternate,1984-08-27,"Ds. Banal No. 94, Pekalongan 99772, Sulsel",Parepare,"0439 2376 8680",Karyawan BUMD,biru,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
428,Laras,Astuti,"1305652710135038",mahfud.latupono@yahoo.co.id,Gorontalo,2010-03-23,"Ki. Suprapto No. 153, Cilegon 69131, Kaltara",Jambi,(+62) 991 7241 9586,Tukang Gigi,mawar,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
429,Ulya,Novitasari,"7606484609122251",restu.hartati@gmail.co.id,Manado,2017-01-08,"Dk. Hang No. 446, Tanjungbalai 35758, Sultra",Prabumulih,"0212 5583 304",Penulis,putih,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
430,Sarah,Ramadan,"3302552608091260",marbun.paramita@yahoo.com,Sorong,1972-02-18,"Jr. Arifin No. 45, Sungai Penuh 94793, Jabar",Bitung,"0758 2153 453",Peternak,cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
431,Hani,Habibi,"3317851008186257",xlaksmiwati@yahoo.com,Banjar,1995-12-31,"Jln. Salatiga No. 293, Tegal 62768, Babel",Samarinda,"0846 2897 0106",Buruh Harian Lepas,krem,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
432,Sabrina,Nasyiah,"7311805609010586",suryatmi.harimurti@yahoo.co.id,Tanjungbalai,2000-07-28,"Gg. Urip Sumoharjo No. 803, Administrasi Jakarta Pusat 29937, DKI",Tual,(+62) 334 1412 783,Pelajar / Mahasiswa,nila,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
433,Harsaya,Mandala,"7402571001034938",palastri.jaya@gmail.co.id,Kendari,1977-06-20,"Psr. Barat No. 504, Bengkulu 97838, Sulteng",Solok,(+62) 563 6590 902,Psikiater / Psikolog,merah marun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
434,Diana,Ardianto,"5313556312112489",qsetiawan@gmail.com,Bima,1986-01-30,"Gg. Rajawali Barat No. 524, Samarinda 90524, Papua",Palembang,"0918 9195 2066",Nelayan / Perikanan,toska,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
435,Makuta,Pratama,"1405512202959970",raden01@gmail.com,Bitung,1999-10-29,"Kpg. Rajawali No. 246, Kendari 18831, Sulsel",Madiun,"0495 9083 782",Hakim,hitam,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
436,Irma,Mulyani,"1276146708009384",narpati.ani@gmail.co.id,Salatiga,2009-08-21,"Psr. Sukabumi No. 873, Pagar Alam 37219, Sulteng",Sorong,"0893 150 046",Programmer,nila,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
437,Tiara,Puspasari,"3320036103189720",qsuartini@gmail.co.id,Banjar,2004-02-21,"Ds. Halim No. 18, Kendari 30952, Aceh",Samarinda,(+62) 517 9884 3284,Desainer,magenta,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
438,Titin,Mansur,"8102134205085187",dwi.prayoga@gmail.com,Lhokseumawe,1986-07-09,"Ds. Mulyadi No. 592, Gorontalo 48644, Banten",Balikpapan,(+62) 871 4531 5235,Konstruksi,violet,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
439,Vera,Nasyiah,"1404986403172439",jefri.budiman@gmail.com,Palembang,1977-07-29,"Ki. Wahidin Sudirohusodo No. 59, Kotamobagu 96704, Maluku",Tual,"0262 3150 6948",Hakim,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
440,Leo,Hutagalung,"8104806805040965",cakrawala.siregar@gmail.com,Lhokseumawe,2017-12-23,"Ki. K.H. Wahid Hasyim (Kopo) No. 168, Sungai Penuh 85217, Sulbar",Sungai Penuh,"0477 3546 4066",Nahkoda,teal,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
441,Rosman,Wahyuni,"1502421410211357",kenzie.zulkarnain@gmail.co.id,Yogyakarta,1970-05-09,"Dk. Veteran No. 25, Sungai Penuh 58620, Riau",Langsa,(+62) 654 5117 940,Tukang Las / Pandai Besi,biru dongker,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
442,Bahuwirya,Hartati,"7409415612055780",upik17@yahoo.co.id,Tomohon,2021-02-10,"Jln. B.Agam 1 No. 307, Makassar 20091, NTT",Pekalongan,"0836 8410 134",Tukang Sol Sepatu,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
443,Dagel,Farida,"5320502212159981",rajata.perkasa@yahoo.co.id,Lhokseumawe,1970-06-14,"Psr. Katamso No. 785, Blitar 27519, Jabar",Salatiga,(+62) 616 5382 9501,Tukang Batu,hijau,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
444,Luthfi,Dabukke,"1204361606140735",sihotang.balidin@yahoo.com,Batam,2021-02-03,"Kpg. Ciwastra No. 4, Palembang 85770, DIY",Cimahi,"0708 4180 863",Dokter,putih,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
445,Adhiarja,Maryati,"7106006309073674",pradana.tami@gmail.co.id,Bogor,1979-02-11,"Psr. Jambu No. 732, Solok 65959, NTB",Pasuruan,"021 9280 4150",Pialang,merah jambu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
446,Ella,Widiastuti,"5303344301159637",wahyudin.ulva@gmail.co.id,Pariaman,2006-05-10,"Psr. Barasak No. 653, Tangerang Selatan 42926, Malut",Padangpanjang,(+62) 723 5417 958,Penyiar Televisi,hijau,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
447,Paramita,Tarihoran,"9122434104940690",zanggriawan@gmail.com,Tanjungbalai,1986-10-03,"Ds. Otto No. 328, Palu 31049, Jambi",Pematangsiantar,(+62) 580 2587 007,Penata Rambut,ungu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
448,Cici,Hutasoit,"3402554502091317",juli28@gmail.co.id,Kediri,1970-04-29,"Kpg. Babadak No. 709, Cimahi 76815, Kepri",Ternate,(+62) 852 7641 4154,Perdagangan,violet,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
449,Indra,Hastuti,"9112810905184509",dpradana@gmail.co.id,Kendari,2007-02-16,"Dk. Kartini No. 128, Banda Aceh 21552, Bengkulu",Bogor,"0809 6095 4052",Pemandu Wisata,nila,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
450,Indah,Wahyuni,"3305715003239834",fmayasari@yahoo.com,Palopo,1996-11-01,"Gg. Otto No. 915, Sabang 20879, Kalsel",Mataram,"0452 7225 873",Dokter,cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
451,Dina,Lestari,"3318760412071014",galang63@yahoo.com,Padangpanjang,2011-09-16,"Jln. Reksoninten No. 316, Administrasi Jakarta Pusat 15627, Malut",Metro,"0440 0580 980",Buruh Harian Lepas,mawar,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
452,Zizi,Prayoga,"1406751305947926",nardi.wijaya@gmail.co.id,Gorontalo,1999-12-13,"Ki. Dipenogoro No. 412, Cirebon 99138, Riau",Bukittinggi,(+62) 634 6943 580,Guru,biru laut,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
453,Zelda,Widiastuti,"6408313112019862",jsamosir@yahoo.co.id,Payakumbuh,2009-08-28,"Ki. Madiun No. 658, Dumai 84912, Aceh",Tangerang Selatan,(+62) 635 1152 2161,Tukang Batu,toska,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
454,Tantri,Utama,"7302360304964151",qanggriawan@gmail.co.id,Kotamobagu,1989-10-31,"Dk. Tentara Pelajar No. 786, Jayapura 31890, Riau",Singkawang,(+62) 28 1596 8030,Tukang Cukur,putih,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
455,Asmianto,Yulianti,"3671621105022729",sihotang.ikin@yahoo.com,Cirebon,2005-02-14,"Psr. Untung Suropati No. 304, Tual 42032, Jateng",Banjar,"020 8394 4996",Konstruksi,hitam,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
456,Indah,Usada,"6204271809941632",usamah.jessica@yahoo.com,Surabaya,1980-09-12,"Gg. Achmad No. 601, Langsa 68264, Sulbar",Bandung,(+62) 838 8549 0557,Tukang Las / Pandai Besi,krem,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
457,Galih,Yulianti,"1307682904945373",kmarpaung@gmail.com,Tebing Tinggi,2018-02-01,"Psr. Baranang Siang Indah No. 304, Depok 50994, Banten",Medan,"0426 7616 0540",Perangkat Desa,magenta,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
458,Adhiarja,Winarsih,"1219072612006557",dimas.santoso@gmail.co.id,Jambi,2000-10-10,"Ki. Baya Kali Bungur No. 140, Palangka Raya 36850, Sumbar",Ambon,(+62) 26 9328 8077,Promotor Acara,ungu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
459,Malik,Wibisono,"7102685407957694",ella.mangunsong@gmail.co.id,Kotamobagu,2006-01-23,"Gg. Sukajadi No. 162, Padangsidempuan 89950, Banten",Kupang,(+62) 992 7648 276,Pialang,toska,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
460,Jessica,Tamba,"3315182303196213",uagustina@gmail.com,Administrasi Jakarta Timur,2020-03-30,"Gg. Basoka Raya No. 645, Samarinda 73950, Sulsel",Yogyakarta,"027 4906 2415",Transportasi,hitam,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
461,Candrakanta,Suryono,"5102251911179128",tantri.sihombing@yahoo.co.id,Padang,2015-12-12,"Ds. Zamrud No. 634, Langsa 10016, Gorontalo",Tanjung Pinang,(+62) 451 6951 7518,Perangkat Desa,nila,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
462,Nadine,Nuraini,"1206372606086460",agustina.cagak@yahoo.co.id,Banda Aceh,2021-03-11,"Dk. Wahidin Sudirohusodo No. 79, Cilegon 92195, Lampung",Gorontalo,"0570 0733 8494",Pilot,sepia,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
463,Luwar,Mahendra,"3674482706188193",pranata.winarsih@yahoo.co.id,Administrasi Jakarta Timur,1991-10-31,"Psr. Sugiono No. 130, Pematangsiantar 29758, Kalsel",Kupang,(+62) 660 0220 591,Wartawan,cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
464,Kani,Habibi,"6501172607963450",jpuspita@gmail.co.id,Prabumulih,2000-07-11,"Gg. Bara No. 826, Pekalongan 88234, Kepri",Tual,(+62) 24 7744 1096,Perawat,mawar,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
465,Baktiono,Maryadi,"7103411104115031",dalima.permadi@yahoo.com,Kendari,1976-01-12,"Ds. Cikapayang No. 796, Singkawang 52731, Maluku",Tual,"024 3513 466",Sopir,hitam,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
466,Wawan,Saefullah,"3316642211003156",ibrani70@yahoo.com,Pariaman,1981-02-18,"Jr. Monginsidi No. 390, Palopo 10840, Jabar",Malang,(+62) 750 7286 830,Jaksa,merah jambu,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
467,Prasetyo,Maheswara,"3515372305014315",kardianto@gmail.com,Sibolga,1974-11-14,"Ki. Wora Wari No. 104, Mojokerto 40080, Maluku",Pekalongan,"024 5902 2390",Kepala Desa,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
468,Kacung,Anggriawan,"3674502101197266",hastuti.rafid@gmail.com,Banda Aceh,2014-05-16,"Ki. Basoka No. 852, Cimahi 77917, Lampung",Samarinda,"0946 9456 644",Tukang Kayu,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
469,Ibrani,Budiman,"9208144303085990",jasmin.hartati@yahoo.com,Singkawang,1994-03-02,"Gg. Supomo No. 451, Bontang 57045, Kepri",Padang,"0679 1508 915",Tukang Sol Sepatu,cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
470,Naradi,Firgantoro,"3307976608140408",wani57@yahoo.co.id,Administrasi Jakarta Selatan,2023-10-28,"Kpg. Ketandan No. 356, Bau-Bau 89561, Pabar",Tangerang,"0947 4376 295",Kondektur,zaitun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
471,Fitria,Hutapea,"7401991408123771",martani.hastuti@gmail.com,Sungai Penuh,2004-07-11,"Psr. Basuki Rahmat  No. 761, Banjar 89664, Jambi",Gorontalo,"0980 3881 0543",Juru Masak,cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
472,Raden,Latupono,"9212546106133803",nardi27@yahoo.com,Tangerang,1979-05-04,"Dk. Cut Nyak Dien No. 665, Tanjung Pinang 87830, Malut",Pontianak,(+62) 27 1902 2146,Hakim,sepia,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
473,Puji,Pratama,"5106642210222945",cinta98@yahoo.com,Salatiga,2018-10-04,"Psr. Barat No. 774, Jambi 58078, Sulbar",Tegal,"0983 1465 770",Pemandu Wisata,hitam,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
474,Parman,Maryadi,"8271115609011263",suryatmi.wani@yahoo.com,Palangka Raya,2019-02-23,"Kpg. Hayam Wuruk No. 186, Magelang 21699, Kepri",Kupang,"0399 4864 2419",Dosen,toska,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
475,Fitria,Wahyuni,"7318805605135879",jasmin46@yahoo.com,Surakarta,1993-08-09,"Ki. Casablanca No. 414, Tanjungbalai 96932, DKI",Sukabumi,"025 6888 6167",Pelajar / Mahasiswa,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
476,Carub,Sitompul,"9127295711987300",sitompul.jasmin@yahoo.co.id,Pangkal Pinang,1985-05-29,"Dk. Zamrud No. 132, Balikpapan 34009, Kalteng",Ternate,(+62) 576 0799 078,Tukang Jahit,kuning,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
477,Arsipatra,Haryanti,"1206822403091266",ana29@yahoo.com,Balikpapan,2019-02-17,"Psr. Bara No. 662, Kupang 75899, Kaltim",Balikpapan,"0312 4484 2649",Wakil Presiden,putih,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
478,Widya,Purnawati,"3573672312234297",jwinarno@yahoo.com,Pariaman,2000-07-30,"Dk. Pasir Koja No. 899, Surakarta 12383, Banten",Administrasi Jakarta Pusat,"0546 6974 4334",Tukang Jahit,toska,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
479,Imam,Maryati,"1209434503984663",maulana.aris@gmail.com,Gorontalo,2011-12-23,"Gg. Basket No. 486, Tegal 86099, NTB",Jayapura,"0949 4710 4263",Penata Busana,teal,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
480,Tiara,Melani,"1808965703986633",yessi.nainggolan@yahoo.co.id,Denpasar,1975-08-04,"Psr. Baranang No. 94, Surabaya 82284, DKI",Palangka Raya,(+62) 886 1034 042,Tukang Las / Pandai Besi,nila,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
481,Ina,Haryanti,"6401842006191553",lestari.laswi@yahoo.com,Administrasi Jakarta Pusat,2021-06-15,"Psr. Agus Salim No. 654, Singkawang 68368, DIY",Administrasi Jakarta Timur,"0807 934 637",Promotor Acara,cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
482,Mulyono,Wacana,"1105164807216095",nasyiah.faizah@gmail.co.id,Jambi,1996-12-09,"Dk. Jambu No. 527, Sorong 17892, Papua",Palangka Raya,(+62) 796 7258 3716,Pelaut,nila,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
483,Eman,Pratiwi,"5108037101147740",yolanda.zaenab@gmail.co.id,Banjarmasin,1979-11-03,"Ki. Astana Anyar No. 919, Pontianak 32700, Sulut",Kediri,(+62) 474 3386 7845,Programmer,putih,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
484,Mahesa,Novitasari,"3320452808189140",ywijaya@yahoo.com,Tual,1978-08-28,"Dk. Baja Raya No. 233, Mataram 18567, Sumut",Jayapura,(+62) 577 1372 9843,Satpam,teal,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
485,Mulyono,Pranowo,"1503135412150527",onarpati@gmail.com,Bima,1983-08-15,"Psr. Veteran No. 367, Pasuruan 90482, Sultra",Sungai Penuh,"0899 1450 312",Tukang Kayu,hijau,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
486,Ikhsan,Samosir,"1312945403075567",cakrabirawa64@yahoo.com,Padangpanjang,2008-05-03,"Psr. S. Parman No. 311, Palangka Raya 88120, NTB",Gunungsitoli,(+62) 276 7169 464,Tukang Gigi,zaitun,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
487,Azalea,Sihombing,"9124705901051871",natsir.darimin@yahoo.co.id,Mataram,1990-12-23,"Dk. Baranang Siang No. 501, Makassar 53228, Papua",Lhokseumawe,(+62) 821 6297 182,Dokter,emas,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
488,Harja,Mansur,"9102884509097770",indah.rahayu@gmail.co.id,Sawahlunto,2015-02-23,"Ki. Ters. Jakarta No. 184, Bima 82611, Pabar",Sabang,"0302 2547 014",Pelajar / Mahasiswa,sepia,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
489,Safina,Napitupulu,"3274296908971057",wdabukke@yahoo.com,Prabumulih,1980-11-25,"Psr. Salak No. 968, Cirebon 32808, Kalsel",Banjarmasin,(+62) 28 6062 668,Presiden,perak,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
490,Niyaga,Ardianto,"3674294907085935",kalim.pratiwi@gmail.co.id,Bandar Lampung,1973-08-21,"Ds. Bacang No. 766, Pagar Alam 17174, Sulbar",Lhokseumawe,(+62) 794 2035 696,Penata Busana,cokelat,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
491,Novi,Hariyah,"3328813008079253",mhassanah@yahoo.com,Bandung,2020-10-05,"Jln. Adisumarmo No. 976, Manado 52912, NTB",Makassar,(+62) 550 2400 296,Dokter,nila,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
492,Abyasa,Purnawati,"7315322312111208",laksmiwati.balangga@gmail.com,Palangka Raya,2007-03-10,"Kpg. Achmad No. 294, Sabang 74849, Kalbar",Lhokseumawe,"0874 878 667",Buruh Peternakan,teal,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
493,Kasiyah,Uyainah,"3513814105060593",pratama.janet@yahoo.com,Pagar Alam,2004-01-08,"Ki. Badak No. 482, Sawahlunto 79067, DKI",Surakarta,(+62) 938 2226 999,Buruh Nelayan / Perikanan,jingga,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
494,Kiandra,Purnawati,"3322195102139026",kurnia.purnawati@gmail.com,Pariaman,1987-03-17,"Ki. Labu No. 106, Sawahlunto 77427, Jambi",Banda Aceh,(+62) 529 1379 774,Mengurus Rumah Tangga,biru,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
495,Tantri,Agustina,"3277835803989507",hairyanto64@gmail.com,Cilegon,2023-03-13,"Dk. Pattimura No. 104, Tangerang Selatan 24629, Jambi",Cirebon,(+62) 243 1939 9864,Dosen,krem,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
496,Manah,Haryanti,"7409185312048224",msimbolon@yahoo.co.id,Batam,2015-12-11,"Gg. Tangkuban Perahu No. 246, Bukittinggi 98117, Aceh",Bau-Bau,"020 4563 6088",Buruh Peternakan,magenta,2024-02-14 22:39:45.000,2024-02-14 22:39:45.000
